,person_dim_id,vehicle_count,hhincome_broad,car_share,numadults,numchildren,age_category,gender,employment,education,license,o_tract10
2523,1712558901,2 vehicles,"$100,000 or more",No,1,0,18-64 years,Male,"Employed full time (35+ hours/week, paid)",Bachelor degree,"Yes, has an intermediate or unrestricted license",53033009200.0
2524,1712559002,2 vehicles,"$50,000-$74,999",No,2,1,18-64 years,Female,"Employed full time (35+ hours/week, paid)",Bachelor degree,"Yes, has an intermediate or unrestricted license",53033009300.0
2525,1712559003,2 vehicles,"$50,000-$74,999",No,2,1,Under 18 years,Male,Unknown,Unknown,"No, does not have a license or permit",53033011402.0
2526,1712561702,2 vehicles,"$100,000 or more",No,2,2,18-64 years,Male,"Employed full time (35+ hours/week, paid)",Graduate/post-graduate degree,"Yes, has an intermediate or unrestricted license",53033005100.0
2527,1712565301,2 vehicles,"$100,000 or more",No,2,0,18-64 years,Female,Retired,Bachelor degree,"Yes, has an intermediate or unrestricted license",53033007100.0
2528,1712565302,2 vehicles,"$100,000 or more",No,2,0,65 years+,Male,Retired,Some college,"Yes, has an intermediate or unrestricted license",53033007100.0
2529,1712566401,1 vehicle,Unknown,No,1,0,18-64 years,Male,"Employed full time (35+ hours/week, paid)",Bachelor degree,"Yes, has an intermediate or unrestricted license",53033008700.0
2530,1712567601,1 vehicle,"Under $25,000",No,1,0,18-64 years,Female,Self-employed,Bachelor degree,"Yes, has an intermediate or unrestricted license",53033011401.0
2531,1712569901,1 vehicle,"$100,000 or more",No,2,1,18-64 years,Male,"Employed full time (35+ hours/week, paid)",Bachelor degree,"Yes, has an intermediate or unrestricted license",53033032325.0
2532,1712569902,1 vehicle,"$100,000 or more",No,2,1,18-64 years,Female,Not currently employed,Bachelor degree,"Yes, has an intermediate or unrestricted license",53033032313.0
2533,1712569903,1 vehicle,"$100,000 or more",No,2,1,Under 18 years,Male,Unknown,Unknown,Unknown,53033022902.0
2534,1712571902,2 vehicles,"$100,000 or more",Yes,2,0,18-64 years,Female,"Employed full time (35+ hours/week, paid)",Graduate/post-graduate degree,"Yes, has an intermediate or unrestricted license",53033008400.0
2535,1712572901,0 (no vehicles),"Under $25,000",No,1,0,18-64 years,Female,Self-employed,Graduate/post-graduate degree,"No, does not have a license or permit",53033000700.0
2536,1712573101,2 vehicles,"$100,000 or more",No,2,0,18-64 years,Female,"Employed full time (35+ hours/week, paid)",Bachelor degree,"Yes, has an intermediate or unrestricted license",53033022005.0
2537,1712573102,2 vehicles,"$100,000 or more",No,2,0,18-64 years,Male,"Employed full time (35+ hours/week, paid)",Bachelor degree,"Yes, has an intermediate or unrestricted license",53033022005.0
2538,1712573301,2 vehicles,"$100,000 or more",No,2,1,18-64 years,Female,"Employed full time (35+ hours/week, paid)",Bachelor degree,"Yes, has an intermediate or unrestricted license",53033004100.0
2539,1712573302,2 vehicles,"$100,000 or more",No,2,1,18-64 years,Male,"Employed full time (35+ hours/week, paid)",Bachelor degree,"Yes, has an intermediate or unrestricted license",53033004100.0
2540,1712574801,2 vehicles,"$100,000 or more",No,2,0,18-64 years,Female,"Employed full time (35+ hours/week, paid)",Associates degree,"Yes, has an intermediate or unrestricted license",53061051925.0
2541,1712576501,1 vehicle,"$100,000 or more",No,1,0,18-64 years,Female,"Employed full time (35+ hours/week, paid)",Graduate/post-graduate degree,"Yes, has an intermediate or unrestricted license",53033007000.0
2542,1712580301,2 vehicles,"$50,000-$74,999",No,2,0,65 years+,Female,Retired,Associates degree,"Yes, has an intermediate or unrestricted license",53033020300.0
2543,1712580302,2 vehicles,"$50,000-$74,999",No,2,0,18-64 years,Female,"Employed full time (35+ hours/week, paid)",Graduate/post-graduate degree,"Yes, has an intermediate or unrestricted license",53033020300.0
2544,1712583001,1 vehicle,"$100,000 or more",No,1,0,18-64 years,Female,"Employed full time (35+ hours/week, paid)",Bachelor degree,"Yes, has an intermediate or unrestricted license",53033004700.0
2545,1712583401,1 vehicle,"$100,000 or more",No,2,0,18-64 years,Male,"Employed full time (35+ hours/week, paid)",Graduate/post-graduate degree,"Yes, has an intermediate or unrestricted license",53033007500.0
2546,1712587501,1 vehicle,"$50,000-$74,999",Yes,4,1,18-64 years,Female,Homemaker,Bachelor degree,"Yes, has an intermediate or unrestricted license",53033002600.0
2547,1712587502,1 vehicle,"$50,000-$74,999",Yes,4,1,18-64 years,Male,"Employed part time (fewer than 35 hours/week, paid)",Bachelor degree,"Yes, has an intermediate or unrestricted license",53033002600.0
2548,1712587503,1 vehicle,"$50,000-$74,999",Yes,4,1,Under 18 years,Male,Unknown,Unknown,Unknown,53033002600.0
2549,1712587504,1 vehicle,"$50,000-$74,999",Yes,4,1,18-64 years,Female,Not currently employed,Bachelor degree,"Yes, has an intermediate or unrestricted license",53033002600.0
2550,1712587505,1 vehicle,"$50,000-$74,999",Yes,4,1,18-64 years,Male,"Employed part time (fewer than 35 hours/week, paid)",Bachelor degree,"Yes, has an intermediate or unrestricted license",53033002600.0
2551,1712588301,1 vehicle,"$100,000 or more",No,1,0,18-64 years,Male,"Employed full time (35+ hours/week, paid)",Bachelor degree,"Yes, has an intermediate or unrestricted license",53033032313.0
2552,1712588501,0 (no vehicles),"Under $25,000",No,1,0,18-64 years,Male,"Employed part time (fewer than 35 hours/week, paid)",High school graduate,"No, does not have a license or permit",53033007000.0
2553,1712588901,2 vehicles,"$100,000 or more",No,2,1,18-64 years,Male,"Employed full time (35+ hours/week, paid)",Associates degree,"Yes, has an intermediate or unrestricted license",53033022605.0
2554,1712588902,2 vehicles,"$100,000 or more",No,2,1,18-64 years,Female,"Employed part time (fewer than 35 hours/week, paid)",Bachelor degree,"Yes, has an intermediate or unrestricted license",53033022605.0
2555,1712588903,2 vehicles,"$100,000 or more",No,2,1,Under 18 years,Male,Unknown,Unknown,Unknown,53033022605.0
2556,1712594601,1 vehicle,"$75,000-$99,999",Yes,2,1,18-64 years,Female,"Employed full time (35+ hours/week, paid)",Bachelor degree,"Yes, has an intermediate or unrestricted license",53033008002.0
2557,1712594602,1 vehicle,"$75,000-$99,999",Yes,2,1,18-64 years,Male,"Employed full time (35+ hours/week, paid)",High school graduate,"Yes, has an intermediate or unrestricted license",53033008002.0
2558,1712594603,1 vehicle,"$75,000-$99,999",Yes,2,1,Under 18 years,Male,Unknown,Unknown,Unknown,53033008002.0
2559,1712595301,1 vehicle,"$100,000 or more",No,2,0,18-64 years,Female,"Employed full time (35+ hours/week, paid)",Graduate/post-graduate degree,"Yes, has an intermediate or unrestricted license",53033008700.0
2560,1712595302,1 vehicle,"$100,000 or more",No,2,0,18-64 years,Female,Self-employed,Graduate/post-graduate degree,"Yes, has an intermediate or unrestricted license",53033006500.0
2561,1712595501,2 vehicles,"$100,000 or more",No,2,3,18-64 years,Male,"Employed full time (35+ hours/week, paid)",Some college,"Yes, has an intermediate or unrestricted license",53033032313.0
2562,1712595502,2 vehicles,"$100,000 or more",No,2,3,18-64 years,Female,Homemaker,High school graduate,"Yes, has an intermediate or unrestricted license",53033032309.0
2563,1712595503,2 vehicles,"$100,000 or more",No,2,3,Under 18 years,Male,Unknown,Unknown,"Yes, has a learner’s permit",53033032313.0
2564,1712595504,2 vehicles,"$100,000 or more",No,2,3,Under 18 years,Male,Unknown,Unknown,Unknown,53033032313.0
2565,1712595505,2 vehicles,"$100,000 or more",No,2,3,Under 18 years,Male,Unknown,Unknown,Unknown,53033032313.0
2566,1712599701,1 vehicle,"$75,000-$99,999",No,1,0,18-64 years,Female,"Employed part time (fewer than 35 hours/week, paid)",Graduate/post-graduate degree,"Yes, has an intermediate or unrestricted license",53061052104.0
2567,1712600201,1 vehicle,"$100,000 or more",No,2,0,18-64 years,Male,"Employed full time (35+ hours/week, paid)",Bachelor degree,"Yes, has an intermediate or unrestricted license",53033006100.0
2568,1712600202,1 vehicle,"$100,000 or more",No,2,0,18-64 years,Female,"Employed full time (35+ hours/week, paid)",Bachelor degree,"Yes, has an intermediate or unrestricted license",53033006100.0
2569,1712601301,0 (no vehicles),"$25,000-$49,999",Yes,1,0,18-64 years,Female,Self-employed,Bachelor degree,"Yes, has an intermediate or unrestricted license",53033007401.0
2570,1712602701,3 vehicles,Unknown,No,3,0,18-64 years,Female,Retired,Bachelor degree,"Yes, has an intermediate or unrestricted license",53033002600.0
2571,1712602702,3 vehicles,Unknown,No,3,0,65 years+,Male,"Employed part time (fewer than 35 hours/week, paid)",Associates degree,"Yes, has an intermediate or unrestricted license",53033002600.0
2572,1712602703,3 vehicles,Unknown,No,3,0,18-64 years,Female,"Employed part time (fewer than 35 hours/week, paid)",Bachelor degree,"Yes, has an intermediate or unrestricted license",53033002600.0
2573,1712604201,1 vehicle,"$100,000 or more",No,2,0,65 years+,Male,Retired,Bachelor degree,"Yes, has an intermediate or unrestricted license",53033004900.0
2574,1712604202,1 vehicle,"$100,000 or more",No,2,0,65 years+,Female,"Employed part time (fewer than 35 hours/week, paid)",Bachelor degree,"Yes, has an intermediate or unrestricted license",53033004900.0
2575,1712604301,1 vehicle,"Under $25,000",No,1,0,18-64 years,Female,Retired,Bachelor degree,"Yes, has an intermediate or unrestricted license",53053072311.0
2576,1712604601,3 vehicles,"$100,000 or more",No,2,0,18-64 years,Male,"Employed full time (35+ hours/week, paid)",Graduate/post-graduate degree,"Yes, has an intermediate or unrestricted license",53033022902.0
2577,1712604602,3 vehicles,"$100,000 or more",No,2,0,18-64 years,Female,"Employed full time (35+ hours/week, paid)",Bachelor degree,"Yes, has an intermediate or unrestricted license",53033022902.0
2578,1712606301,2 vehicles,"$100,000 or more",No,3,0,18-64 years,Female,"Employed part time (fewer than 35 hours/week, paid)",Bachelor degree,"Yes, has an intermediate or unrestricted license",53033005302.0
2579,1712606302,2 vehicles,"$100,000 or more",No,3,0,18-64 years,Male,"Employed full time (35+ hours/week, paid)",Bachelor degree,"Yes, has an intermediate or unrestricted license",53033032309.0
2580,1712606303,2 vehicles,"$100,000 or more",No,3,0,18-64 years,Male,"Employed full time (35+ hours/week, paid)",Bachelor degree,"Yes, has an intermediate or unrestricted license",53033032309.0
2581,1712607201,1 vehicle,"$25,000-$49,999",No,1,0,18-64 years,Male,"Employed full time (35+ hours/week, paid)",Graduate/post-graduate degree,"Yes, has an intermediate or unrestricted license",53033029503.0
2582,1712608201,2 vehicles,"$75,000-$99,999",No,2,0,18-64 years,Female,"Employed full time (35+ hours/week, paid)",Bachelor degree,"Yes, has an intermediate or unrestricted license",53033032309.0
2583,1712608202,2 vehicles,"$75,000-$99,999",No,2,0,18-64 years,Male,"Employed full time (35+ hours/week, paid)",Graduate/post-graduate degree,"Yes, has an intermediate or unrestricted license",53033032309.0
2584,1712610101,1 vehicle,"$75,000-$99,999",No,1,0,65 years+,Female,Homemaker,Graduate/post-graduate degree,"Yes, has an intermediate or unrestricted license",53033001701.0
2585,1712615601,1 vehicle,"$25,000-$49,999",No,1,0,65 years+,Female,Retired,Graduate/post-graduate degree,"Yes, has an intermediate or unrestricted license",53033004700.0
2586,1712616701,0 (no vehicles),"Under $25,000",No,1,0,65 years+,Female,Retired,Bachelor degree,"No, does not have a license or permit",53033000401.0
2587,1712617801,1 vehicle,"$50,000-$74,999",No,1,0,18-64 years,Male,"Employed full time (35+ hours/week, paid)",Associates degree,"Yes, has an intermediate or unrestricted license",53053062801.0
2588,1712623701,0 (no vehicles),"$25,000-$49,999",Yes,1,0,18-64 years,Male,"Employed full time (35+ hours/week, paid)",Associates degree,"Yes, has an intermediate or unrestricted license",53033007500.0
2589,1712625802,1 vehicle,"$100,000 or more",No,2,0,18-64 years,Female,"Employed full time (35+ hours/week, paid)",Graduate/post-graduate degree,"Yes, has an intermediate or unrestricted license",53033008001.0
2590,1712628201,0 (no vehicles),"$25,000-$49,999",No,1,0,18-64 years,Male,"Employed full time (35+ hours/week, paid)",Bachelor degree,"Yes, has an intermediate or unrestricted license",53033007401.0
2591,1712631901,2 vehicles,"$100,000 or more",No,2,1,18-64 years,Female,Not currently employed,Graduate/post-graduate degree,"Yes, has an intermediate or unrestricted license",53033032309.0
2592,1712631902,2 vehicles,"$100,000 or more",No,2,1,18-64 years,Male,"Employed full time (35+ hours/week, paid)",Graduate/post-graduate degree,"Yes, has an intermediate or unrestricted license",53033032309.0
2593,1712634701,2 vehicles,"$50,000-$74,999",No,2,0,18-64 years,Female,"Employed full time (35+ hours/week, paid)",Graduate/post-graduate degree,"Yes, has an intermediate or unrestricted license",53033001800.0
2594,1712634702,2 vehicles,"$50,000-$74,999",No,2,0,18-64 years,Male,Not currently employed,Associates degree,"Yes, has an intermediate or unrestricted license",53033001800.0
2595,1712636602,2 vehicles,Unknown,No,2,2,18-64 years,Male,"Employed full time (35+ hours/week, paid)",Some college,"Yes, has an intermediate or unrestricted license",53053073119.0
2596,1712639601,2 vehicles,"$50,000-$74,999",No,2,0,18-64 years,Male,"Employed full time (35+ hours/week, paid)",Graduate/post-graduate degree,"Yes, has an intermediate or unrestricted license",53033032010.0
2597,1712639602,2 vehicles,"$50,000-$74,999",No,2,0,18-64 years,Female,"Employed full time (35+ hours/week, paid)",Bachelor degree,"Yes, has an intermediate or unrestricted license",53033005302.0
2598,1712640801,2 vehicles,"$100,000 or more",No,2,1,18-64 years,Male,"Employed full time (35+ hours/week, paid)",Graduate/post-graduate degree,"Yes, has an intermediate or unrestricted license",53033023300.0
2599,1712640802,2 vehicles,"$100,000 or more",No,2,1,18-64 years,Female,Homemaker,Bachelor degree,"Yes, has an intermediate or unrestricted license",53033023300.0
2600,1712640803,2 vehicles,"$100,000 or more",No,2,1,Under 18 years,Female,Unknown,Unknown,Unknown,53033023300.0
2601,1712641901,0 (no vehicles),"Under $25,000",No,1,0,18-64 years,Male,"Employed part time (fewer than 35 hours/week, paid)",Associates degree,"No, does not have a license or permit",53033000600.0
2602,1712642801,2 vehicles,Unknown,No,2,5,18-64 years,Female,"Employed part time (fewer than 35 hours/week, paid)",Bachelor degree,"Yes, has an intermediate or unrestricted license",53033022606.0
2603,1712642802,2 vehicles,Unknown,No,2,5,18-64 years,Male,"Employed part time (fewer than 35 hours/week, paid)",Bachelor degree,"Yes, has an intermediate or unrestricted license",53033022606.0
2604,1712642803,2 vehicles,Unknown,No,2,5,Under 18 years,Male,Unknown,Unknown,"Yes, has an intermediate or unrestricted license",53033022606.0
2605,1712642804,2 vehicles,Unknown,No,2,5,Under 18 years,Female,Unknown,Unknown,Unknown,53033022606.0
2606,1712642805,2 vehicles,Unknown,No,2,5,Under 18 years,Male,Unknown,Unknown,Unknown,53033022606.0
2607,1712642806,2 vehicles,Unknown,No,2,5,Under 18 years,Female,Unknown,Unknown,Unknown,53033022606.0
2608,1712642807,2 vehicles,Unknown,No,2,5,Under 18 years,Female,Unknown,Unknown,Unknown,53033022606.0
2609,1712643701,1 vehicle,"$50,000-$74,999",No,1,0,65 years+,Female,Retired,Bachelor degree,"Yes, has an intermediate or unrestricted license",53033006100.0
2610,1712645702,2 vehicles,"$100,000 or more",No,2,0,65 years+,Female,Retired,Graduate/post-graduate degree,"Yes, has an intermediate or unrestricted license",53033009800.0
2611,1712646201,2 vehicles,"$50,000-$74,999",No,2,0,18-64 years,Male,"Employed full time (35+ hours/week, paid)",Bachelor degree,"Yes, has an intermediate or unrestricted license",53033032324.0
2612,1712646202,2 vehicles,"$50,000-$74,999",No,2,0,18-64 years,Female,"Employed part time (fewer than 35 hours/week, paid)",Bachelor degree,"Yes, has an intermediate or unrestricted license",53033032324.0
